1|No|No|The person is NOT pursuing certification as a teacher.||1.00||
2|Seeking Candidacy|SeekingCandidacy|The person is seeking candidacy and pursuing certification as a teacher.||2.00||
3|Enrolled|Enrolled|The person is enrolled in a program and pursuing certification as a teacher.||3.00||
