1|Education plan|Education|An individualized guidance and counseling plan for education.||1.00||
2|Career plan|Career|An individualized guidance and counseling plan for career.||3.00||
3|Both education and career plan|Both|An individualized guidance and counseling plan for both career and education.||5.00||
4|Other|Other|A kind of individualized guidance and counseling plan other than an education plan and a career plan.||9.00||
