1|Base rent|13720|Base rent is specified as the category of payment that a school must pay to rent the facility that it is in.||1.00||
2|Credit|13721|Credit is specified as the category of payment that a school must pay to rent the facility that it is in.||2.00||
3|Escalator|13722|Escalator is specified as the category of payment that a school must pay to rent the facility that it is in.||3.00||
