1|Free Access|FreeAccess|The right to view and/or download material without financial, registration, or excessive advertising barriers.  [<a href="https://ceds.ed.gov/element/001561#FreeAccess">https://ceds.ed.gov/element/001561#FreeAccess</a>]||.00||
2|Free Access with Registration|FreeAccessWithRegistration|The right to view and/or download material without financial barriers but users are required to register or experience some other low-barrier to use.  [<a href="https://ceds.ed.gov/element/001561#FreeAccessWithRegistration">https://ceds.ed.gov/element/001561#FreeAccessWithRegistration</a>]||1.00||
3|Limited Free Access|LimitedFreeAccess|Some material is available for viewing and/or downloading but most material tends to be accessible through other means.  [<a href="https://ceds.ed.gov/element/001561#LimitedFreeAccess">https://ceds.ed.gov/element/001561#LimitedFreeAccess</a>]||3.00||
4|Available for Purchase|AvailableForPurchase|The right to view, keep, and/or download material upon payment of a one-time fee.  [<a href="https://ceds.ed.gov/element/001561#AvailableForPurchase">https://ceds.ed.gov/element/001561#AvailableForPurchase</a>]||5.00||
5|Available by Subscription|AvailableBySubscription|The right to view and/or download material, often for a set period of time, by way of a financial agreement between rights holders and authorized users.  [<a href="https://ceds.ed.gov/element/001561#AvailableBySubscription">https://ceds.ed.gov/element/001561#AvailableBySubscription</a>]||7.00||
6|Publisher Defined|PublisherDefined|Publisher defined conditions that govern the user's ability to access a learning resource.||9.00||
