1|Custom mask|CustomMask|Custom mask is specified as part of an Assessment Personal Needs Profile as the type of masks the user is able to create to cover portions of the question until needed.||1.00||
2|Answer mask|AnswerMask|Answer mask is specified as part of an Assessment Personal Needs Profile as the type of masks the user is able to create to cover portions of the question until needed.||2.00||
