1|Increase programs and services for students|13710|Increase programs and services for students is specified as the reasons for permitting and participating in joint-use.||1.00||
2|Increase programs and services for the community|13711|Increase programs and services for the community is specified as the reasons for permitting and participating in joint-use.||2.00||
3|Increase utilization of under used space|13712|Increase utilization of under used space is specified as the reasons for permitting and participating in joint-use.||3.00||
4|Raise revenue|13709|Raise revenue is specified as the reasons for permitting and participating in joint-use.||4.00||
