1|Daily attendance|DailyAttendance|Daily attendance is specified as the type of attendance event.||1.00||
2|Class/section attendance|ClassSectionAttendance|Class/section attendance is specified as the type of attendance event.||2.00||
3|Program attendance|ProgramAttendance|Program attendance is specified as the type of attendance event.||4.00||
4|Extracurricular attendance|ExtracurricularAttendance|Extracurricular attendance is specified as the type of attendance event.||5.00||
