1|Basic School Program|01|Basic School Program is the type of school/migrant education project in which instruction and/or support services are provided.||1.00||
2|Regular Term MEP-Funded Project|02|Regular Term MEP-Funded Project is the type of school/migrant education project in which instruction and/or support services are provided.||2.00||
3|Summer/Intersession MEP-Funded Project|03|Summer/Intersession MEP-Funded Project is the type of school/migrant education project in which instruction and/or support services are provided.||3.00||
4|Year Round MEP-Funded Project|04|Year Round MEP-Funded Project is the type of school/migrant education project in which instruction and/or support services are provided.||4.00||
5|Basic School Program and Regular-Term MEP-Funded Project|05|Basic School Program and Regular-Term MEP-Funded Project is the type of school/migrant education project in which instruction and/or support services are provided.||5.00||
6|Residency Only (none of the above)|06|Residency Only (none of the above)||6.00||
