1|Public School|Public|Public School is specified as the type of education institution as classified by its funding source.||1.00||
2|Private School|Private|Private School is specified as the type of education institution as classified by its funding source.||2.00||
3|Other|Other|Other is specified as the type of education institution as classified by its funding source.||3.00||
