1|Educational Testing Service (ETS)|1|Educational Testing Service (ETS) is the company that provides the examination used in the teacher education program.||1.00||
2|Evaluation Systems Group of Pearson|2|Evaluation Systems Group of Pearson is the company that provides the examination used in the teacher education program.||2.00||
3|College Board|3|College Board is the company that provides the examination used in the teacher education program.||3.00||
4|American Board for Certification of Teacher Excellence (ABCTE)|4|American Board for Certification of Teacher Excellence (ABCTE) is the company that provides the examination used in the teacher education program.||4.00||
5|American Council on the Teaching of Foreign Languages (ACTFL)|5|American Council on the Teaching of Foreign Languages (ACTFL) is the company that provides the examination used in the teacher education program.||5.00||
6|State|98|The state provides the examination used in the teacher education program.||98.00||
7|Other|99|The company that provides the examination used in the teacher education program is not yet included in CEDS.||99.00||
