1|Church|13561|Church is specified as the primary use type of the building in which a school is located.||1.00||
2|Commercial office building|13562|Commercial office building is specified as the primary use type of the building in which a school is located.||2.00||
3|Commercial warehouse|13563|Commercial warehouse is specified as the primary use type of the building in which a school is located.||3.00||
4|Community center|13564|Community center is specified as the primary use type of the building in which a school is located.||4.00||
5|Public school building|13565|Public school building is specified as the primary use type of the building in which a school is located.||5.00||
