1|US Citizen|USCitizen|The person is a US Citizen.||1.00||
2|Permanent resident|PermanentResident|The person is a Permanent resident.||2.00||
3|Resident alien|ResidentAlien|The person is a Resident alien.||3.00||
4|Non-resident alien|NonResidentAlien|The person is a Non-resident alien.||4.00||
5|Refugee|Refugee|The person is a Refugee.||5.00||
