1|No students in the subgroup|NOSTUDENTS|There are no students in a student subgroup.||1.00||
2|State defined status|STTDEF|A status defined by the state.||2.00||
3|Too few students|TOOFEW|The number of students in the school or for a student group was less than the minimum group size necessary or required to reliably calculate the indicator.||3.00||
