1|Elevator|02516|Elevator is specified as the type of system used to convey persons or freight between floors.||1.00||
2|Escalator|02517|Escalator is specified as the type of system used to convey persons or freight between floors.||2.00||
3|Stairs|02515|Stairs is specified as the type of system used to convey persons or freight between floors.||3.00||
4|Other|09999|Other is specified as the type of system used to convey persons or freight between floors.||99.00||
