1|Per Term|PerTerm|Tuition is being charged Per Term.||1.00||
2|Per Year|PerYear|Tuition is being charged Per Year.||2.00||
3|Per Program|PerProgram|Tuition is being charged Per Program.||3.00||
4|Per Course|PerCourse|Tuition is being charged Per Course.||4.00||
5|Per Credit|PerCredit|Tuition is being charged Per Credit.||5.00||
