Id,ModuleName,GlobalId,TableName,ColumnName,Description,Version,ColumnType
92fdee7a-1289-4a4f-a9ae-9aadcfc505c9,Common,1530,Activity,ActivityDescription,,10,System.String
4d4303f1-327c-421b-86d4-20ef9a6db9c9,Common,,Activity,ActivityId,,--dbtable--,Guid
27c94e71-ec74-4ae0-8875-1e0b501d0b5d,Common,,Activity,DataCollectionId,,--dbtable--,Guid?
cf533e67-3e5e-40a5-8e0f-baf562ca8dd2,Common,,Activity,OrganizationId,,--dbtable--,Guid
dd5d5c4b-8b60-4666-8b82-33002df54d8a,Common,1918,Activity,RecordEndDateTime,,10,System.DateTime?
b5164beb-db8a-48a1-a48c-7a48798ec6f4,Common,1917,Activity,RecordStartDateTime,,10,System.DateTime?
f5403749-1c71-46fa-8b87-d065bee20023,Common,,Activity,RecordStatusId,,--dbtable--,Guid?
935ca4dd-857f-4133-b239-c068d15f3818,Common,,Activity,,,--dbtable--,
41249a41-58b2-41a8-b00f-87eefeeddf49,Common,,ActivityRecognition,ActivityRecognitionId,,--dbtable--,Guid
7e7092ef-06f4-4a03-8c7e-ae1405577cc1,Common,,ActivityRecognition,DataCollectionId,,--dbtable--,Guid?
7f8d1ac3-7d9f-4db9-aa5e-0297b25a08bb,Common,,ActivityRecognition,OrganizationPersonRoleId,,--dbtable--,Guid
5174f1d3-c343-4a9a-bb18-b8c1b8f3f596,Common,1918,ActivityRecognition,RecordEndDateTime,,10,System.DateTime?
fe15924a-88f4-46b7-9880-8a2aa475e133,Common,1917,ActivityRecognition,RecordStartDateTime,,10,System.DateTime?
d855814b-45bf-46ae-a48e-a067162fedfe,Common,,ActivityRecognition,RecordStatusId,,--dbtable--,Guid?
0062c1fb-24ea-4573-8704-b0d2e32b8a4b,Common,229,ActivityRecognition,RefActivityRecognitionTypeId,,10,Guid
4f1b472f-6646-4df9-85c3-1fb33841b8cc,Common,,ActivityRecognition,,,--dbtable--,
b4bd1a48-d95a-45e5-8394-577731b89e61,AdultEducation,,AeCourse,AeCourseId,,--dbtable--,Guid
79644efc-3f5a-44f9-a12a-f3e2073ac510,AdultEducation,,AeCourse,DataCollectionId,,--dbtable--,Guid?
a84d08fa-bf2f-4220-9bd9-9405a1cd2836,AdultEducation,,AeCourse,OrganizationId,,--dbtable--,Guid
31f94a71-5cee-416a-ad10-186a70cdb060,AdultEducation,1918,AeCourse,RecordEndDateTime,,10,System.DateTime?
75a4e327-89e7-4d6a-bb16-21cdd9ddc7d9,AdultEducation,1917,AeCourse,RecordStartDateTime,,10,System.DateTime?
86774aa0-0292-4eb6-909a-d211b3258bf1,AdultEducation,,AeCourse,RecordStatusId,,--dbtable--,Guid?
279e1e33-c702-4625-9db6-619acdd5fe4c,AdultEducation,1288,AeCourse,RefCareerClusterId,,10,Guid?
e378fad3-3af4-474a-ab0e-5059e6d8de41,AdultEducation,1312,AeCourse,RefCourseLevelTypeId,,10,Guid?
c264f603-6d28-4e89-95dd-c744af6c82a7,AdultEducation,,AeCourse,,,--dbtable--,
b8615d7c-28b2-4eb9-ad69-0bf32297c26a,AdultEducation,,AeProvider,AeProviderId,,--dbtable--,Guid
7c3eb792-a179-451a-8cba-671e717839b2,AdultEducation,,AeProvider,DataCollectionId,,--dbtable--,Guid?
1036a101-1a3c-47b3-a1ea-f448d9052821,AdultEducation,,AeProvider,OrganizationId,,--dbtable--,Guid
2699dfc8-aa9e-4692-becb-de98503b79c5,AdultEducation,1918,AeProvider,RecordEndDateTime,,10,System.DateTime?
e6f6a542-3dd5-431e-9416-4893c9e31360,AdultEducation,1917,AeProvider,RecordStartDateTime,,10,System.DateTime?
a23d8a93-45d0-42c0-9707-32b8eebf6e4c,AdultEducation,,AeProvider,RecordStatusId,,--dbtable--,Guid?
f0f00691-a3b0-4072-b42c-ccc5bea96cb4,AdultEducation,178,AeProvider,RefLevelOfInstitutionId,,10,Guid
6c4f7db4-1aab-4d56-845f-6841425d5484,AdultEducation,,AeProvider,,,--dbtable--,
5ed0e41a-72bf-403b-b24b-dde238ffd827,AdultEducation,,AeStaff,AeStaffId,,--dbtable--,Guid
55cbe19a-e872-4341-aeb4-4f15291c8948,AdultEducation,,AeStaff,DataCollectionId,,--dbtable--,Guid?
60cd33d4-37ce-4663-abae-aaed71627963,AdultEducation,,AeStaff,OrganizationPersonRoleId,,--dbtable--,Guid
aed82941-7318-457f-ac7a-c6d014023521,AdultEducation,1918,AeStaff,RecordEndDateTime,,10,System.DateTime?
ee39160c-cc57-4613-8f9e-a92c398a7722,AdultEducation,1917,AeStaff,RecordStartDateTime,,10,System.DateTime?
bc126006-8cde-48f0-b0d4-1957e036c76c,AdultEducation,,AeStaff,RecordStatusId,,--dbtable--,Guid?
44b89977-70f7-4998-86d3-e70ab1949f80,AdultEducation,786,AeStaff,RefAeStaffClassificationId,,10,Guid?
ab835a3d-58d0-4bb5-82ca-53104400f5df,AdultEducation,1083,AeStaff,RefAeStaffEmploymentStatusId,,10,Guid?
8e5755cc-029d-4853-8900-fd2d74d42b7b,AdultEducation,788,AeStaff,YearsOfPriorAeTeachingExperience,,10,System.Decimal?
d4f323be-3191-47bd-8057-16d636f2e47f,AdultEducation,,AeStaff,,,--dbtable--,
069211bd-9b4e-428a-98a7-bb5ccf196164,AdultEducation,,AeStudentAcademicRecord,AeStudentAcademicRecordId,,--dbtable--,Guid
ac6f751d-acd9-4b96-80ec-22233276e353,AdultEducation,,AeStudentAcademicRecord,DataCollectionId,,--dbtable--,Guid?
cdc84183-5786-40f4-8231-71da6f9b6d05,AdultEducation,81,AeStudentAcademicRecord,DiplomaOrCredentialAwardDate,,10,System.String
ccf209e3-758a-493f-8fc2-d01b0ec5d9aa,AdultEducation,,AeStudentAcademicRecord,OrganizationPersonRoleId,,--dbtable--,Guid
fcd5e8f3-8627-4573-814c-3a7567401330,AdultEducation,1918,AeStudentAcademicRecord,RecordEndDateTime,,10,System.DateTime?
d83824c2-a2f1-417b-bd0d-7b9c03a37082,AdultEducation,1917,AeStudentAcademicRecord,RecordStartDateTime,,10,System.DateTime?
b9cedf40-b30b-4d5e-92b7-1af79fa2e9bc,AdultEducation,,AeStudentAcademicRecord,RecordStatusId,,--dbtable--,Guid?
bb698932-5598-49de-b8c4-55c58d15cf3a,AdultEducation,138,AeStudentAcademicRecord,RefHighSchoolDiplomaTypeId,,10,Guid?
3ca8c977-e301-4b8d-acde-882ae21acd42,AdultEducation,783,AeStudentAcademicRecord,RefProfessionalTechnicalCredentialTypeId,,10,Guid?
4d3e4440-8aa2-4145-abc8-d95db7a88a96,AdultEducation,,AeStudentAcademicRecord,,,--dbtable--,
2a0a15ef-5486-4fbb-a161-2200c640390f,AdultEducation,,AeStudentEmployment,AeStudentEmploymentId,,--dbtable--,Guid
31d3ee25-2617-4de0-9649-10253a6b1d24,AdultEducation,,AeStudentEmployment,DataCollectionId,,--dbtable--,Guid?
aaad2930-211c-49dc-a0be-eb30756db971,AdultEducation,1064,AeStudentEmployment,EmploymentNaicsCode,,10,System.String
2f08dbfd-0139-4048-b9bf-0a87a75e661b,AdultEducation,,AeStudentEmployment,OrganizationPersonRoleId,,--dbtable--,Guid
5d09f7c5-7086-4b2f-ac05-f142a6744b4a,AdultEducation,1918,AeStudentEmployment,RecordEndDateTime,,10,System.DateTime?
6e77784d-68e7-4579-bab4-a6819b28b829,AdultEducation,1917,AeStudentEmployment,RecordStartDateTime,,10,System.DateTime?
c04a2f4e-a805-4f2c-9260-5e4a93f132a6,AdultEducation,,AeStudentEmployment,RecordStatusId,,--dbtable--,Guid?
92611a0d-e955-44dd-867f-bbcbb3e181f6,AdultEducation,988,AeStudentEmployment,RefEmployedAfterExitId,,10,Guid?
28ade80f-22ee-4637-8db1-2c2814ce8493,AdultEducation,987,AeStudentEmployment,RefEmployedWhileEnrolledId,,10,Guid?
21b074de-d193-42d5-ba6f-02d6a4cf521b,AdultEducation,,AeStudentEmployment,,,--dbtable--,
345b631c-892a-4365-bde3-df614e93f34f,Common,,ApipInteraction,ApipInteractionId,,--dbtable--,Guid
a9df719b-cd1b-4bdd-92ea-9aa08b9347aa,Common,1529,ApipInteraction,APIPInteractionSequenceNumber,,10,System.Decimal?
8fe76d69-2bf8-45a8-aad3-f3473b30fd17,Common,,ApipInteraction,AssessmentItemApipId,,--dbtable--,Guid
16d1983f-cf0e-481e-8cdf-f4777b0962bf,Common,,ApipInteraction,DataCollectionId,,--dbtable--,Guid?
808ca33c-96ae-4cf8-9ce2-56e0bddcf2f9,Common,1918,ApipInteraction,RecordEndDateTime,,10,System.DateTime?
8d109de1-d475-4d1f-b339-d115341a7ae7,Common,1917,ApipInteraction,RecordStartDateTime,,10,System.DateTime?
3f011a78-a20a-4ac6-836e-399575ec84dc,Common,,ApipInteraction,RecordStatusId,,--dbtable--,Guid?
0267941d-b9b5-4120-bae5-af1b5de811e8,Common,1103,ApipInteraction,RefApipInteractionTypeId,,10,Guid?
,Common,1104,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1105,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1106,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1107,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1108,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1109,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1110,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1111,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1112,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1114,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1115,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1116,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1117,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1118,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1119,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1120,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1121,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1222,ApipInteraction,RefApipInteractionTypeId,,10,
,Common,1158,ApipInteraction,RefApipInteractionTypeId,,10,
bcd5454c-7845-4144-b11e-4fd403a0deae,Common,,ApipInteraction,SequenceNumber,,--dbtable--,System.Int32?
23ddc412-5b04-4ad5-b824-73ebb25fc9c1,Common,1102,ApipInteraction,Xml,,10,System.String
,Common,1103,ApipInteraction,XML,,10,
,Common,1104,ApipInteraction,XML,,10,
,Common,1105,ApipInteraction,XML,,10,
,Common,1106,ApipInteraction,XML,,10,
,Common,1107,ApipInteraction,XML,,10,
,Common,1108,ApipInteraction,XML,,10,
,Common,1109,ApipInteraction,XML,,10,
,Common,1110,ApipInteraction,XML,,10,
,Common,1111,ApipInteraction,XML,,10,
,Common,1112,ApipInteraction,XML,,10,
,Common,1114,ApipInteraction,XML,,10,
,Common,1115,ApipInteraction,XML,,10,
,Common,1116,ApipInteraction,XML,,10,
,Common,1117,ApipInteraction,XML,,10,
,Common,1118,ApipInteraction,XML,,10,
,Common,1119,ApipInteraction,XML,,10,
,Common,1120,ApipInteraction,XML,,10,
,Common,1121,ApipInteraction,XML,,10,
,Common,1222,ApipInteraction,XML,,10,
,Common,1123,ApipInteraction,Xml,,10,
953d140b-7d9f-4784-8619-b9959ece5b23,Common,,ApipInteraction,,,--dbtable--,
fd9d758d-744a-473c-aa56-f5aaee070d79,Authorization,,Application,ApplicationId,,--dbtable--,Guid
06298bb5-14fb-4c28-bf9a-c5367b3ecbab,Authorization,,Application,DataCollectionId,,--dbtable--,Guid?
43f31f33-14ce-4d2d-8bb9-6b7562bb6678,Authorization,1173,Application,Name,,10,System.String
3157aa86-75ea-445d-ba85-9b00e81290d7,Authorization,1918,Application,RecordEndDateTime,,10,System.DateTime?
c3a68ffa-bdd8-486b-8361-8f48436984fa,Authorization,1917,Application,RecordStartDateTime,,10,System.DateTime?
913b5bfc-643b-4535-b389-2bd03b2bf475,Authorization,,Application,RecordStatusId,,--dbtable--,Guid?
0142d682-e663-48d8-bf1a-2475043aec20,Authorization,1174,Application,Uri,,10,System.String
c81a084e-52cb-4eff-aeba-5f6c56a19d34,Authorization,,Application,,,--dbtable--,
12e2bb1c-5a7a-407c-9140-a4d6df578d71,Assessment,933,Assessment,AssessmentFamilyShortName,,10,System.String
eb6da00f-304d-4d02-9b70-ce25558c13db,Assessment,932,Assessment,AssessmentFamilyTitle,,10,System.String
,Assessment,967,Assessment,AssessmentFamilyTitle,,10,
92e3ac9c-2107-43b1-a9c4-b4077dbabaa2,Assessment,,Assessment,AssessmentId,,--dbtable--,Guid
bd2ba27e-1a24-4d53-800a-953ec9e02dcd,Assessment,1544,Assessment,AssessmentRevisionDate,,10,System.DateTime?
0a0958ea-dbe2-4304-a0fc-7d25f4c32e97,Assessment,,Assessment,DataCollectionId,,--dbtable--,Guid?
abf70992-fa89-42dd-a71c-04290c7909bc,Assessment,981,Assessment,GUID,,10,System.String
07291d9c-ab20-4dc3-bc8e-d5eee5432b46,Assessment,365,Assessment,IdentificationSystem,,10,System.Int32?
60706255-da5e-4ce1-b4a7-6158a715e8e6,Assessment,1067,Assessment,Identifier,,10,System.String
d51b6415-d033-418f-bca6-706a42556ca9,Assessment,382,Assessment,Objective,,10,System.String
61973113-d128-4668-9dea-5b65a005bc94,Assessment,1006,Assessment,Provider,,10,System.String
73b4b669-c917-4feb-88b1-71d44708c66b,Assessment,1918,Assessment,RecordEndDateTime,,10,System.DateTime?
a1b3cced-e37c-459e-abc1-19e0e786e5ac,Assessment,1917,Assessment,RecordStartDateTime,,10,System.DateTime?
695f8a94-5296-425a-8250-6e5472c2b1fb,Assessment,,Assessment,RecordStatusId,,--dbtable--,Guid?
b9f3fc3d-a633-41e3-b030-7d340b93084e,Assessment,21,Assessment,RefAcademicSubjectId,,10,Guid
5a348dad-790a-4f00-8d81-c061b42d855c,Assessment,26,Assessment,RefAssessmentPurposeId,,10,Guid?
f2c419ba-35fa-4521-81d2-73253773709e,Assessment,415,Assessment,RefAssessmentTypeChildrenWithDisabilitiesId,,10,Guid?
280037c3-49f1-4611-b7eb-e0fdbfbac72a,Assessment,29,Assessment,RefAssessmentTypeId,,10,Guid?
71f45381-5aea-407b-a728-dacb691e68b0,Assessment,931,Assessment,ShortName,,10,System.String
cb3f965a-f87f-4d1d-a3a5-355574952e24,Assessment,28,Assessment,Title,,10,System.String
ba9cc029-43b8-49f8-b12c-f9f60e683572,Assessment,,Assessment,,,--dbtable--,
0e534712-f9e5-4c98-81ef-bbc775750500,Assessment,,AssessmentAccommodation,AssessmentAccommodationId,,--dbtable--,Guid
22758d75-e0ad-49fc-9b4c-d2ed77c1bde2,Assessment,,AssessmentAccommodation,DataCollectionId,,--dbtable--,Guid?
3887dd1a-eaee-4bd0-b2bf-72446d5a4b4f,Assessment,1157,AssessmentAccommodation,OtherDescription,,10,System.String
0ab39751-8ca9-4cba-a22e-5e807026ca84,Assessment,1918,AssessmentAccommodation,RecordEndDateTime,,10,System.DateTime?
cb52ef65-6bbf-4f9e-9c33-7605358a87e4,Assessment,1917,AssessmentAccommodation,RecordStartDateTime,,10,System.DateTime?
d79bc9a9-5526-4690-93e0-265dfcddc33d,Assessment,,AssessmentAccommodation,RecordStatusId,,--dbtable--,Guid?
0b876501-e02b-47c7-99c4-ab5b0bd7328a,Assessment,385,AssessmentAccommodation,RefAccommodationTypeId,,10,Guid?
2e947964-7269-4304-907d-01d242e3b71e,Assessment,383,AssessmentAccommodation,RefAssessmentAccommodationCategoryId,,10,Guid?
05b70b49-8d5e-4aee-a875-6deb5a9e8fc5,Assessment,,AssessmentAccommodation,,,--dbtable--,
d01e0302-c7ba-4b43-bbd7-98c10c441529,Assessment,,AssessmentAdministration,AssessmentAdministrationId,,--dbtable--,Guid
bfeb2166-bbce-443d-84d1-6d686cde8252,Assessment,1531,AssessmentAdministration,AssessmentAdministrationPeriodDescription,,10,System.String
bfaeac76-5600-4a8a-b7be-918e0f577f81,Assessment,,AssessmentAdministration,AssessmentId,,--dbtable--,Guid?
cc3e5519-ab9e-4d9f-b277-ef3a94d7dbbd,Assessment,384,AssessmentAdministration,AssessmentSecureIndicator,,10,System.Boolean?
f6c0b80d-19b1-48a8-84e7-1a756185c945,Assessment,961,AssessmentAdministration,Code,,10,System.String
d78e2409-2a92-4494-af22-c2235ae474e6,Assessment,,AssessmentAdministration,DataCollectionId,,--dbtable--,Guid?
b077b94b-fed6-4523-a757-88bc4832c3df,Assessment,964,AssessmentAdministration,FinishDate,,10,System.DateTime?
89c4cdc2-0402-4e39-bb73-d49becb7d135,Assessment,965,AssessmentAdministration,FinishTime,,10,System.TimeSpan?
3ab179af-4b48-4200-a1ba-9efe21c63784,Assessment,977,AssessmentAdministration,Name,,10,System.String
d8904204-97fd-4d4f-bac7-27581865289b,Assessment,1918,AssessmentAdministration,RecordEndDateTime,,10,System.DateTime?
2b1b22b2-b053-4877-bd71-3716c38c4762,Assessment,1917,AssessmentAdministration,RecordStartDateTime,,10,System.DateTime?
a09ba26e-dc02-4e72-81a6-2eaa4993439c,Assessment,,AssessmentAdministration,RecordStatusId,,--dbtable--,Guid?
feee2b9e-f474-4c53-8a1b-15fb67946be7,Assessment,,AssessmentAdministration,RefAssessmentReportingMethodId,,--dbtable--,Guid?
367e4335-0f0b-4a6b-a62b-d6e577f5b249,Assessment,962,AssessmentAdministration,StartDate,,10,System.DateTime?
8e3ee871-6846-49da-a589-8bd8aaf6b7e2,Assessment,963,AssessmentAdministration,StartTime,,10,System.TimeSpan?
769a445d-305b-471f-ba9b-347cdd00543a,Assessment,,AssessmentAdministration,,,--dbtable--,
179656dc-fa5d-4c1d-8646-e49317b8c5c5,Assessment,,AssessmentAdministrationOrganization,AssessmentAdministrationId,,--dbtable--,Guid
be64132b-5cc4-4ae1-b385-ed80ca2a1913,Assessment,,AssessmentAdministrationOrganization,AssessmentAdministrationOrganizationId,,--dbtable--,Guid
17617dc6-cde7-4276-94e3-bc525faa3f23,Assessment,,AssessmentAdministrationOrganization,DataCollectionId,,--dbtable--,Guid?
1408e93e-8c55-46ed-8272-5343ddc05ffc,Assessment,,AssessmentAdministrationOrganization,OrganizationId,,--dbtable--,Guid
844d9bb3-8cdd-4aa5-88f2-8fd6f3211b35,Assessment,1918,AssessmentAdministrationOrganization,RecordEndDateTime,,10,System.DateTime?
e9501d1b-6f51-49dc-9b11-b29ffb5b987b,Assessment,1917,AssessmentAdministrationOrganization,RecordStartDateTime,,10,System.DateTime?
8670a920-e58b-4462-a63e-c37e26d9fc32,Assessment,,AssessmentAdministrationOrganization,RecordStatusId,,--dbtable--,Guid?
d66bcd05-c3de-4e4e-8f84-524587084bb8,Assessment,,AssessmentAdministrationOrganization,,,--dbtable--,
4f18716d-388a-44e1-b971-fe9bbd7b590a,Assessment,,AssessmentAssessmentAdministration,AssessmentAdministrationId,,--dbtable--,Guid
65d24ff2-1ce1-45b2-aefe-1ea52d8c6a02,Assessment,,AssessmentAssessmentAdministration,AssessmentAssessmentAdministrationId,,--dbtable--,Guid
3c5147dc-4b2d-4bcc-a4a2-299f727fbbdf,Assessment,,AssessmentAssessmentAdministration,AssessmentId,,--dbtable--,Guid
b2562a78-406d-41e1-9457-9d6fa0b1014b,Assessment,,AssessmentAssessmentAdministration,DataCollectionId,,--dbtable--,Guid?
feb54dcc-1a06-46fe-ab1d-703f2a578199,Assessment,1918,AssessmentAssessmentAdministration,RecordEndDateTime,,10,System.DateTime?
d024e8df-8660-4cd6-bd05-446f9082c544,Assessment,1917,AssessmentAssessmentAdministration,RecordStartDateTime,,10,System.DateTime?
f851de07-3a79-4aed-872c-bb01cedad374,Assessment,,AssessmentAssessmentAdministration,RecordStatusId,,--dbtable--,Guid?
996b9efd-cf8e-4751-91db-8105a3e7ca26,Assessment,,AssessmentAssessmentAdministration,,,--dbtable--,
364bc201-0534-4339-af4e-7a7fc8d9ba13,Assessment,,AssessmentAsset,AssessmentAssetId,,--dbtable--,Guid
1bdf0a85-5c01-4e94-9df0-63842122c418,Assessment,1203,AssessmentAsset,ContentMimeType,,10,System.String
b77b8158-974b-443e-9353-7c0b7629aa7c,Assessment,1204,AssessmentAsset,ContentUrl,,10,System.String
627e28e4-34a6-41c4-a9de-40abd62b9344,Assessment,1202,AssessmentAsset,ContentXML,,10,System.String
f1786ece-b97e-4682-abb2-ac327bf88085,Assessment,,AssessmentAsset,DataCollectionId,,--dbtable--,Guid?
a9c5bb2f-bd1a-4d37-b44e-d996e39ec8c1,Assessment,1198,AssessmentAsset,Identifier,,10,System.String
4fccf8ae-9aea-4f45-b9d8-3e254350ece8,Assessment,,AssessmentAsset,LearningResourceId,,--dbtable--,Guid?
7b36333c-5985-48d0-bae7-221ef23b4b20,Assessment,1200,AssessmentAsset,Name,,10,System.String
bbfaa777-cb53-442f-8375-c229e31a1b37,Assessment,1201,AssessmentAsset,Owner,,10,System.String
a51cceaf-439a-40cc-b713-3d1224b04376,Assessment,1197,AssessmentAsset,PublishedDate,,10,System.DateTime?
1e9875e9-cc4d-46d2-9e7e-021fa4d69d0d,Assessment,1918,AssessmentAsset,RecordEndDateTime,,10,System.DateTime?
fae2f401-0184-4610-86e8-25d03053de56,Assessment,1917,AssessmentAsset,RecordStartDateTime,,10,System.DateTime?
3bbb2c97-3f53-45e5-9915-1d0066f0b0c6,Assessment,,AssessmentAsset,RecordStatusId,,--dbtable--,Guid?
2bc0a8fa-8934-4c56-ba0d-db31bc900c5a,Assessment,1199,AssessmentAsset,RefAssessmentAssestIdentifierType,,10,System.Int32?
01420c77-eb19-4c2b-a180-4ade48b959af,Assessment,1196,AssessmentAsset,RefAssessmentAssetTypeId,,10,Guid?
b514dcdd-a59f-45f6-8102-a9832932673e,Assessment,1089,AssessmentAsset,RefAssessmentLanguageId,,10,Guid?
ad96f298-23e0-4861-818a-94d23f51d7b8,Assessment,1195,AssessmentAsset,Version,,10,System.String
a6d8a8ba-aff3-4cf3-a4b1-0af568740e13,Assessment,,AssessmentAsset,,,--dbtable--,
399448ff-5c9a-40b1-8fbc-8ea3704204d2,Assessment,,AssessmentELDevelopmentalDomain,AssessmentELDevelopmentalDomainId,,--dbtable--,Guid
e47947b1-bc59-4837-9d48-b56d1343e80a,Assessment,,AssessmentELDevelopmentalDomain,AssessmentId,,--dbtable--,Guid
e2104e79-54f5-4e59-a048-7d1cd0cdd533,Assessment,,AssessmentELDevelopmentalDomain,DataCollectionId,,--dbtable--,Guid?
e02b91cc-3a3e-4c42-979e-c79eed5ca0b6,Assessment,1918,AssessmentELDevelopmentalDomain,RecordEndDateTime,,10,System.DateTime?
4c0420d7-62ae-4f25-88b6-107378bfa0b5,Assessment,1917,AssessmentELDevelopmentalDomain,RecordStartDateTime,,10,System.DateTime?
f95f6692-4f97-4ab1-9248-213307ba4c2c,Assessment,,AssessmentELDevelopmentalDomain,RecordStatusId,,--dbtable--,Guid?
8a258e20-dae8-4e5d-b96e-53d303f8125c,Assessment,,AssessmentELDevelopmentalDomain,RefAssessmentELDevelopmentalDomainId,,--dbtable--,Guid
9121086a-a0fa-450b-93fd-dc30f82c7570,Assessment,,AssessmentELDevelopmentalDomain,,,--dbtable--,
9d44cdb0-bcf5-43e0-8710-55e333028814,Assessment,1185,AssessmentForm,AccommodationList,,10,System.String
623b5214-d9e5-4c23-a635-518d53a3f3c3,Assessment,1532,AssessmentForm,AssessmentFormAdaptiveIndicator,,10,System.Boolean?
75583bb0-e402-4d1b-8252-359b309e995b,Assessment,1533,AssessmentForm,AssessmentFormAlgorithmIdentifier,,10,System.String
770c4f2f-2505-4234-b5b8-9d5e38d2eefd,Assessment,1534,AssessmentForm,AssessmentFormAlgorithmVersion,,10,System.String
7ff100a8-04f3-415a-a1a4-f5000f131bd9,Assessment,1535,AssessmentForm,AssessmentFormGUID,,10,System.String
724b5381-cf77-4e5e-a28a-16769232d2ee,Assessment,,AssessmentForm,AssessmentFormId,,--dbtable--,Guid
64d3efe3-60d8-4885-9bd7-cece8c3f3884,Assessment,,AssessmentForm,AssessmentId,,--dbtable--,Guid
9a12fdba-8afb-4000-95c1-abf133cb40c4,Assessment,1181,AssessmentForm,AssessmentItemBankIdentifier,,10,System.String
04587dc5-73be-413a-a7d3-b82aec2048b9,Assessment,1182,AssessmentForm,AssessmentItemBankName,,10,System.String
8f51c6dc-cb63-46c5-9355-6cb2ef5325e3,Assessment,384,AssessmentForm,AssessmentSecureIndicator,,10,System.Boolean?
e6538aa8-d7a9-427b-8cbb-f05ac2356196,Assessment,,AssessmentForm,DataCollectionId,,--dbtable--,Guid?
7403e8cc-993d-4e51-b3e9-c67e68a3ba92,Assessment,366,AssessmentForm,FormNumber,,10,System.String
69f443a9-083e-4032-912a-79e3ea439c11,Assessment,1187,AssessmentForm,IntendedAdministrationEndDate,,10,System.DateTime?
734ef00a-2a4a-479a-9d99-aaeea06806e8,Assessment,1186,AssessmentForm,IntendedAdministrationStartDate,,10,System.DateTime?
ae542cc7-a9f0-4452-99a6-b3072610c1aa,Assessment,,AssessmentForm,LearningResourceId,,--dbtable--,Guid?
b75e968f-bbaf-4286-988d-f30fa335f4a2,Assessment,24,AssessmentForm,Name,,10,System.String
cb3e231c-9454-4289-a085-a28408eb54fb,Assessment,1188,AssessmentForm,PlatformsSupported,,10,System.String
1a598f02-346a-4fa1-b00d-7cecc64254f3,Assessment,1184,AssessmentForm,PublishedDate,,10,System.DateTime?
18b91b34-58d4-4c55-a789-d82d02e041d3,Assessment,1918,AssessmentForm,RecordEndDateTime,,10,System.DateTime?
cf71ff65-38bc-4431-9f97-70d4e0f5fb4f,Assessment,1917,AssessmentForm,RecordStartDateTime,,10,System.DateTime?
1381dfa3-43a3-454b-b554-6661bd138823,Assessment,,AssessmentForm,RecordStatusId,,--dbtable--,Guid?
4589c6a5-1d7f-4276-a7f1-deb3294452ff,Assessment,1089,AssessmentForm,RefAssessmentLanguageId,,10,Guid?
6c0b0c8a-0b49-4287-b199-01339497b27f,Assessment,1183,AssessmentForm,Version,,10,System.String
2e3635cd-69a7-449b-ab79-77e7f2220be1,Assessment,,AssessmentForm,,,--dbtable--,
1ee66aae-d5ec-4e12-8b8f-e77090a5f1da,Assessment,,AssessmentFormAssessmentAsset,AssessmentAssetId,,--dbtable--,Guid
20b45379-4910-4d89-a469-f1e234e036c3,Assessment,,AssessmentFormAssessmentAsset,AssessmentFormAssessmentAssetId,,--dbtable--,Guid
417e8bb6-43f3-40da-a6b8-37cd1b3565eb,Assessment,,AssessmentFormAssessmentAsset,AssessmentFormId,,--dbtable--,Guid
2237fc54-523b-4cd5-ae95-701bc11c8fe6,Assessment,,AssessmentFormAssessmentAsset,DataCollectionId,,--dbtable--,Guid?
6ebaf383-d35f-4e55-97d2-4d10c99aba1f,Assessment,1918,AssessmentFormAssessmentAsset,RecordEndDateTime,,10,System.DateTime?
c5352689-0ab0-4fa5-b3da-d2805bdce7b4,Assessment,1917,AssessmentFormAssessmentAsset,RecordStartDateTime,,10,System.DateTime?
66dff411-b202-4621-b9e2-06b9ec987831,Assessment,,AssessmentFormAssessmentAsset,RecordStatusId,,--dbtable--,Guid?
51e94c88-8152-498f-9a07-4e9bb95d5255,Assessment,,AssessmentFormAssessmentAsset,,,--dbtable--,
2c944f74-85a9-46b0-bc19-6bc14f3eb75d,Assessment,,AssessmentFormAssessmentFormSection,AssessmentFormAssessmentFormSectionId,,--dbtable--,Guid
b3992271-5f13-45e4-9342-66c2ad6033d6,Assessment,,AssessmentFormAssessmentFormSection,AssessmentFormId,,--dbtable--,Guid
badd7f88-f365-43fd-9a05-0227e3cad870,Assessment,,AssessmentFormAssessmentFormSection,AssessmentFormSectionId,,--dbtable--,Guid
