1|State UI Wage Records|01|State UI Wage Records is the administrative data source of information used to collect employment and earnings-related data.||1.00||
2|Wage Record Interchange System (WRIS II)|02|Wage Record Interchange System (WRIS II) is the administrative data source of information used to collect employment and earnings-related data.||2.00||
3|Federal Employment Data Exchange System (FEDES)|03|Federal Employment Data Exchange System (FEDES) is the administrative data source of information used to collect employment and earnings-related data.||3.00||
4|Other|04|The administrative data source of information used to collect employment and earnings-related data is in a category not defined in CEDS.||4.00||
