1|Additional targeted support and improvement|ADDLTSI|Additional targeted support and improvement is the designation given to a school by the state for additional targeted support and improvement as part of its statewide system of annual meaningful differentiation.||1.00||
2|Not additional targeted support and improvement|NOTADDLTSI|Not additional targeted support and improvement is the designation given to a school by the state for additional targeted support and improvement as part of its statewide system of annual meaningful differentiation.||2.00||
