1|Victim|Victim|Victim is the role or type of participation of the person in the discipline incident.||1.00||
2|Perpetrator|Perpetrator|Perpetrator is the role or type of participation of the person in the discipline incident.||3.00||
3|Witness|Witness|Witness is the role or type of participation of the person in the discipline incident.||5.00||
4|Reporter|Reporter|Reporter is the role or type of participation of the person in the discipline incident.||7.00||
