1|Lead Teacher|LeadTeacher|Lead teacher with the primary responsibility for student learning in the assigned class section||1.00||
2|Team Teacher|TeamTeacher| Team teacher with shared responsibility for student learning within the assigned class section||2.00||
3|Contributing Professional|ContributingProfessional|Contributing professional who has been assigned the responsibility to provide additional services that support and increase a student learning||3.00||
