1|K12 School|K12School|The K12 School is the source for the staff compensation a person receives.||1.00||
2|Local Education Agency|LEA|The Local Education Agency is the source for the staff compensation a person receives.||2.00||
3|State|State|The State is the source for the staff compensation a person receives.||3.00||
