1|Instructional strategies|InstructionalStrategies|The type of Title III professional development utilized is Instructional strategies.||1.00||
2|Assessment|Assessment|The type of Title III professional development utilized is Assessment.||2.00||
3|ELP and content standards|ELPContentStandards|The type of Title III professional development utilized is ELP and content standards.||3.00||
4|Curriculum alignment to ELP standards|CurriculumAlignmentELP|The type of Title III professional development utilized is Curriculum alignment to ELP standards.||4.00||
5|Subject matter|SubjectMatter|The type of Title III professional development utilized is Subject matter.||5.00||
6|Other|Other|The type of Title III professional development utilized is in a category not yet defined in CEDS.||6.00||
